0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.001	0.001
0.002	0.002
0.003	0.003
0.004	0.004
0.005	0.005
0.006	0.006
0.007	0.007
0.008	0.008
0.009	0.009
0.01	0.01
0.011	0.011
0.012	0.012
0.013	0.013
0.014	0.014
0.015	0.015
0.016	0.016
0.017	0.017
0.018	0.018
0.019	0.019
0.02	0.02
0.021	0.021
0.022	0.022
0.023	0.023
0.024	0.024
0.025	0.025
0.026	0.026
0.027	0.027
0.028	0.028
0.029	0.029
0.03	0.03
0.031	0.031
0.032	0.032
0.033	0.033
0.034	0.034
0.035	0.035
0.036	0.036
0.037	0.037
0.038	0.038
0.039	0.039
0.04	0.04
0.041	0.041
0.042	0.042
0.043	0.043
0.044	0.044
0.045	0.045
0.046	0.046
0.047	0.047
0.048	0.048
0.049	0.049
0.05	0.05
0.051	0.051
0.052	0.052
0.053	0.053
0.054	0.054
0.055	0.055
0.056	0.056
0.057	0.057
0.058	0.058
0.059	0.059
0.06	0.06
0.061	0.061
0.062	0.062
0.063	0.063
0.064	0.064
0.065	0.065
0.066	0.066
0.067	0.067
0.068	0.068
0.069	0.069
0.07	0.07
0.091	0.091
0.092	0.092
0.093	0.093
0.094	0.094
0.095	0.095
0.096	0.096
0.097	0.097
0.098	0.098
0.099	0.099
0.1	0.1
0.101	0.101
0.102	0.102
0.103	0.103
0.104	0.104
0.105	0.105
0.106	0.106
0.107	0.107
0.108	0.108
0.109	0.109
0.11	0.11
0.111	0.111
0.112	0.112
0.113	0.113
0.114	0.114
0.115	0.115
0.116	0.116
0.117	0.117
0.118	0.118
0.119	0.119
0.12	0.12
0.121	0.121
0.122	0.122
0.123	0.123
0.124	0.124
0.125	0.125
0.126	0.126
0.127	0.127
0.128	0.128
0.129	0.129
0.13	0.13
0.131	0.131
0.132	0.132
0.133	0.133
0.134	0.134
0.135	0.135
0.136	0.136
0.137	0.137
0.138	0.138
0.139	0.139
0.14	0.14
0.141	0.141
0.142	0.142
0.143	0.143
0.144	0.144
0.145	0.145
0.146	0.146
0.147	0.147
0.148	0.148
0.149	0.149
0.15	0.15
