1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0.001
52	0.002
53	0.003
54	0.004
55	0.005
56	0.006
57	0.007
58	0.008
59	0.009
60	0.01
61	0.011
62	0.012
63	0.013
64	0.014
65	0.015
66	0.016
67	0.017
68	0.018
69	0.019
70	0.02
71	0.021
72	0.022
73	0.023
74	0.024
75	0.025
76	0.026
77	0.027
78	0.028
79	0.029
80	0.03
81	0.031
82	0.032
83	0.033
84	0.034
85	0.035
86	0.036
87	0.037
88	0.038
89	0.039
90	0.04
91	0.041
92	0.042
93	0.043
94	0.044
95	0.045
96	0.046
97	0.047
98	0.048
99	0.049
100	0.05
101	0.051
102	0.052
103	0.053
104	0.054
105	0.055
106	0.056
107	0.057
108	0.058
109	0.059
110	0.06
111	0.061
112	0.062
113	0.063
114	0.064
115	0.065
116	0.066
117	0.067
118	0.068
119	0.069
120	0.07
121	0.12
122	0.12
123	0.12
124	0.12
125	0.12
126	0.12
127	0.12
128	0.12
129	0.12
130	0.12
131	0.12
132	0.12
133	0.12
134	0.12
135	0.12
136	0.12
137	0.12
138	0.12
139	0.12
140	0.12
141	0.091
142	0.092
143	0.093
144	0.094
145	0.095
146	0.096
147	0.097
148	0.098
149	0.099
150	0.1
151	0.101
152	0.102
153	0.103
154	0.104
155	0.105
156	0.106
157	0.107
158	0.108
159	0.109
160	0.11
161	0.111
162	0.112
163	0.113
164	0.114
165	0.115
166	0.116
167	0.117
168	0.118
169	0.119
170	0.12
171	0.121
172	0.122
173	0.123
174	0.124
175	0.125
176	0.126
177	0.127
178	0.128
179	0.129
180	0.13
181	0.131
182	0.132
183	0.133
184	0.134
185	0.135
186	0.136
187	0.137
188	0.138
189	0.139
190	0.14
191	0.141
192	0.142
193	0.143
194	0.144
195	0.145
196	0.146
197	0.147
198	0.148
199	0.149
200	0.15
201	0.4
202	0.4
203	0.4
204	0.4
205	0.4
206	0.4
207	0.4
208	0.4
209	0.4
210	0.4
211	0.4
212	0.4
213	0.4
214	0.4
215	0.4
216	0.4
217	0.4
218	0.4
219	0.4
220	0.4
221	0.4
222	0.4
223	0.4
224	0.4
225	0.4
226	0.4
227	0.4
228	0.4
229	0.4
230	0.4
231	0.4
232	0.4
233	0.4
234	0.4
235	0.4
236	0.4
237	0.4
238	0.4
239	0.4
240	0.4
241	0.4
242	0.4
243	0.4
244	0.4
245	0.4
246	0.4
247	0.4
248	0.4
249	0.4
250	0.4
251	0.4
252	0.4
253	0.4
254	0.4
255	0.4
256	0.4
257	0.4
258	0.4
259	0.4
260	0.4
261	0.4
262	0.4
263	0.4
264	0.4
265	0.4
266	0.4
267	0.4
268	0.4
269	0.4
270	0.4
271	0.4
272	0.4
273	0.4
274	0.4
275	0.4
276	0.4
277	0.4
278	0.4
279	0.4
280	0.4
281	0.4
282	0.4
283	0.4
284	0.4
285	0.4
286	0.4
287	0.4
288	0.4
289	0.4
290	0.4
291	0.4
292	0.4
293	0.4
294	0.4
295	0.4
296	0.4
297	0.4
298	0.4
299	0.4
300	0.4
